timestamp,datetime,open,high,low,close,buy_vol,sell_vol,delta,cvd
1780329300,2026-06-01 15:55:00,70980.0,71010.0,70964.6,71000.0,8.733148,3.834902,4.898246,-348.092739
1780329600,2026-06-01 16:00:00,71000.0,71070.0,70995.0,71015.6,5.539445,5.085548,0.453897,-347.638843
1780329900,2026-06-01 16:05:00,71014.4,71014.4,70774.8,70774.8,6.665094,50.450822,-43.785728,-391.424570
1780330200,2026-06-01 16:10:00,70780.7,70811.4,70581.5,70800.0,22.286133,38.368738,-16.082605,-407.507175
1780330500,2026-06-01 16:15:00,70785.1,70836.8,70700.7,70800.0,4.301199,5.193647,-0.892448,-408.399623
1780330800,2026-06-01 16:20:00,70800.1,70847.0,70785.0,70815.0,0.897167,2.104144,-1.206977,-409.606599
1780331100,2026-06-01 16:25:00,70815.1,70965.0,70815.0,70965.0,3.605234,1.415241,2.189994,-407.416606
1780331400,2026-06-01 16:30:00,70965.0,71077.0,70935.0,71077.0,4.606782,2.370283,2.236499,-405.180107
1780331700,2026-06-01 16:35:00,71076.9,71145.0,71000.0,71110.9,5.511247,7.462590,-1.951343,-407.131449
1780332000,2026-06-01 16:40:00,71110.9,71235.0,71085.1,71220.0,7.135055,4.883164,2.251891,-404.879559
1780332300,2026-06-01 16:45:00,71220.0,71310.0,71220.0,71262.2,6.985553,0.836711,6.148842,-398.730717
1780332600,2026-06-01 16:50:00,71270.1,71309.9,71236.4,71302.4,2.090898,3.771755,-1.680857,-400.411574
1780332900,2026-06-01 16:55:00,71302.5,71488.9,71302.5,71455.2,21.879629,10.726029,11.153600,-389.257974
1780333200,2026-06-01 17:00:00,71455.2,71515.8,71373.0,71492.2,36.506232,1.324320,35.181912,-354.076062
1780333500,2026-06-01 17:05:00,71492.2,71500.0,71470.1,71475.1,2.609338,0.617496,1.991842,-352.084220
1780333800,2026-06-01 17:10:00,71475.1,71506.0,71475.0,71490.1,16.542238,1.164835,15.377402,-336.706818
1780334100,2026-06-01 17:15:00,71490.1,71544.0,71385.0,71430.0,16.202440,5.637313,10.565127,-326.141690
1780334400,2026-06-01 17:20:00,71429.9,71469.9,71429.9,71437.8,1.509022,0.614398,0.894623,-325.247067
1780334700,2026-06-01 17:25:00,71437.8,71637.5,71418.6,71637.5,23.251610,0.566861,22.684750,-302.562317
1780335000,2026-06-01 17:30:00,71629.7,71677.2,71436.9,71444.8,16.835212,8.073581,8.761630,-293.800687
1780335300,2026-06-01 17:35:00,71439.0,71520.0,71433.9,71484.1,0.917653,1.624537,-0.706884,-294.507571
1780335600,2026-06-01 17:40:00,71482.8,71641.4,71460.1,71614.9,18.663665,11.793861,6.869804,-287.637766
1780335900,2026-06-01 17:45:00,71614.9,71627.1,71550.9,71624.9,10.527704,10.414434,0.113270,-287.524496
1780336200,2026-06-01 17:50:00,71624.9,71679.6,71588.3,71619.2,0.786094,0.791175,-0.005081,-287.529577
1780336500,2026-06-01 17:55:00,71619.2,71650.6,71528.5,71551.4,1.874003,1.528953,0.345049,-287.184528
1780336800,2026-06-01 18:00:00,71550.1,71592.5,71503.1,71503.1,1.246035,1.311937,-0.065902,-287.250430
1780337100,2026-06-01 18:05:00,71503.2,71505.3,71449.3,71486.0,1.701067,3.248734,-1.547667,-288.798097
